X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Division,Ward_Name,Ward_ID,Hood_ID,Hood_Name,FID
-79.41559029,43.65494538,4273729,975035,2007,2007-06-14T04:00:00.000Z,1124,11,COLLEGE ST,GRACE ST, ,Major Arterial,Toronto East York,43.65494538,-79.41559029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,0,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other, , , ,Yes, ,Yes, , , , , , , , , , ,D14,Trinity-Spadina (19),19,81,Trinity-Bellwoods (81),125
-79.336467840000012,43.81684454,80500626,6000080482,2016,2016-01-14T05:00:00.000Z,1129,11,STEELES AVE E,PHARMACY AVE, ,Major Arterial,Scarborough,43.81684454,-79.33646784,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,Driver,35 to 39,Fatal,3,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown, , , , , , , , ,Yes, ,Yes, , , , ,Yes, , , ,D42,Scarborough-Agincourt (39),39,116,Steeles (116),126
-79.42895899,43.649501399999984,80781642,7001542101,2017,2017-08-25T04:00:00.000Z,1130,11,DUNDAS ST W,GLADSTONE AVE,60 m East of,Minor Arterial,Toronto East York,43.6495014,-79.42895899,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,39,North, , , , ,Pedestrian hit at mid-block,Running onto Roadway,Had Been Drinking, , , ,Yes, ,Yes, , , , , , , , , , ,D14,Davenport (18),18,84,Little Portugal (84),127
-79.35889029,43.676145379999987,6099390,1149291,2010,2010-01-22T05:00:00.000Z,1132,11,DANFORTH AVE,BROADVIEW AVE, ,Major Arterial,Toronto East York,43.67614538,-79.35889029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,6,East,Other, , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, , , ,Yes, , , , ,Yes, , , ,D55,Toronto-Danforth (30),30,68,North Riverdale (68),128
-79.26799403,43.83264502,7851061,1370122,2013,2013-08-13T04:00:00.000Z,1133,11,STEELES AVE E,MIDDLEFIELD RD, ,Minor Arterial,Scarborough,43.83264502,-79.26799403,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Passenger,50 to 54,Fatal,30, , , , , , , , , , , ,Yes, , , ,Yes,Yes, ,Yes,Yes,Yes, , , ,D42,Scarborough-Rouge River (41),41,130,Milliken (130),129
-79.44299029,43.65064538,6805913,1263147,2011,2011-11-07T05:00:00.000Z,1134,11,DUNDAS ST W,STERLING RD, ,Minor Arterial,Toronto East York,43.65064538,-79.44299029,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,30,South,Bicycle,Turning Right, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Improper Turn,Unknown, ,Yes, , ,Yes, , , , , , , , ,D11,Davenport (18),18,84,Little Portugal (84),130
-79.25125513,43.70626791,80756966,7000983227,2017,2017-06-03T04:00:00.000Z,1134,11,RIDGEMOOR AVE,KINGSTON RD, ,Major Arterial,Scarborough,43.70626791,-79.25125513,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,26,Unknown, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D41,Scarborough Southwest (36),36,122,Birchcliffe-Cliffside (122),131
-79.44589029,43.79234538,6804645,1241204,2011,2011-06-29T04:00:00.000Z,1135,11,STEELES AVE W,BATHURST ST, ,Major Arterial,North York,43.79234538,-79.44589029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,11,East,Other, , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , , , , , ,Yes,D32,York Centre (10),10,35,Westminster-Branson (35),132
-79.31112299,43.758727629999989,80741778,7000861875,2017,2017-05-16T04:00:00.000Z,1135,11,95 ELLESMERE RD, , ,Major Arterial,Scarborough,43.75872763,-79.31112299,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,80 to 84,Fatal,23,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability, , , , , , , , ,Yes, , , , , , , , , ,Yes,D41,Scarborough Centre (37),37,119,Wexford/Maryvale (119),133
-79.44189029,43.65044538,6142299,1168396,2010,2010-05-13T04:00:00.000Z,1136,11,DUNDAS ST W,COLLEGE ST, ,Minor Arterial,Toronto East York,43.65044538,-79.44189029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,18,North,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D11,Davenport (18),18,83,Dufferin Grove (83),134
-79.47956476,43.71534689,80246780,5001332825,2015,2015-08-04T04:00:00.000Z,1136,11,KEELE STREET,MAPLE LEAF DRIVE,40 m North of,Major Arterial,Etobicoke York,43.71534689,-79.47956476,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Sideswipe,Driver,85 to 89,Fatal,37,North,"Automobile, Station Wagon",Going Ahead,Lost control,Normal, , , , , , , , ,Yes, ,Yes, , ,Yes, , , , , ,D12,York South-Weston (12),12,29,Maple Leaf (29),135
-79.31589029,43.69274538,5807668,1114902,2009,2009-07-18T04:00:00.000Z,1137,11,WOODBINE AVE,MORTIMER AVE, ,Major Arterial,Toronto East York,43.69274538,-79.31589029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,20,West,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive, , , ,Yes, ,Yes, , , , ,Yes, , , , , ,D54,Beaches-East York (31),31,59,Danforth East York (59),136
-79.422664739999988,43.654326989999987,80790888,7003233329,2017,2017-12-20T05:00:00.000Z,1139,11,COLLEGE ST,OSSINGTON AVE, ,Major Arterial,Toronto East York,43.65432699,-79.42266474,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Cyclist Collisions,Cyclist,45 to 49,Fatal,60,West, ,Other, , , , , ,Insufficient information (to determine cyclist crash type).,Driving Properly,Other, ,Yes, , , , , , , , , , , ,D14,Trinity-Spadina (19),19,81,Trinity-Bellwoods (81),137
-79.40209589,43.66304358,80000019,130927832,2013,2013-11-07T05:00:00.000Z,1141,11,HARBORD ST,SPADINA AVE, ,Major Arterial,Toronto East York,43.66304358,-79.40209589,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,51,South, , , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Unknown, , , ,Yes, , , , ,Yes, , , ,Yes, , , ,D52,Trinity-Spadina (20),20,79,University (79),138
-79.32223902,43.77535589,80789133,7003060621,2017,2017-11-24T05:00:00.000Z,1148,11,SHEPPARD AVE E,VICTORIA PARK AVE, ,Major Arterial,Scarborough,43.77535589,-79.32223902,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,54,South,Passenger Van, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D42,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118),139
-79.40669029,43.74414538,6167895,1179891,2010,2010-07-29T04:00:00.000Z,1149,11,YONGE ST,YORK MILLS RD, ,Major Arterial,North York,43.74414538,-79.40669029,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,85 to 89,Fatal,28,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,D32,Don Valley West (25),25,40,St.Andrew-Windfields (40),140
-79.54319029,43.62184538,6607902,1224921,2011,2011-03-28T04:00:00.000Z,1152,11,NORTH QUEEN ST,ATOMIC AVE, ,Minor Arterial,Etobicoke York,43.62184538,-79.54319029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Approaching,Driver,70 to 74,Fatal,7,West,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown, , , , , , , , ,Yes, ,Yes, , , , , , , , ,D22,Etobicoke-Lakeshore (5),5,14,Islington-City Centre West (14),141
-79.34102259,43.756446439999984,80565388,6001807391,2016,2016-10-11T04:00:00.000Z,1152,11,8 SILVERDALE CRES, , ,Collector,North York,43.75644644,-79.34102259,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,62,South, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D33,Don Valley East (34),34,45,Parkwoods-Donalda (45),142
-79.53989029,43.69854538,6661465,1247862,2011,2011-08-07T04:00:00.000Z,1154,11,DIXON RD,GOLFWOOD HTS Heig, ,Major Arterial,Etobicoke York,43.69854538,-79.53989029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Motorcycle Driver,30 to 34,Fatal,17,West,Motorcycle,Going Ahead,Exceeding Speed Limit,Normal, , , , , , , , ,Yes,Yes, , , , ,Yes,Yes, , , ,D23,Etobicoke Centre (4),4,6,Kingsview Village-The Westway (6),143
-79.50774775,43.64815863,80566416,6001974222,2016,2016-11-06T04:00:00.000Z,1155,11,BLOOR ST W,GRENVIEW BLVD N, ,Major Arterial,Etobicoke York,43.64815863,-79.50774775,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,Over 95,Fatal,70,East, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Other, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D22,Etobicoke-Lakeshore (5),5,16,Stonegate-Queensway (16),144
-79.409702400000015,43.78104742,80000036,142588079,2014,2014-07-28T04:00:00.000Z,1200,12,DUDLEY AVE,FINCH AVE E, ,Major Arterial,North York,43.78104742,-79.4097024,Intersection, ,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,90 to 94,Fatal,17,North,"Automobile, Station Wagon",Turning Left,Disobeyed Traffic Control,Unknown, , , , , , , , ,Yes, , , , ,Yes, ,Yes, , , ,D32,Willowdale (23),23,51,Willowdale East (51),145
-79.39919029,43.65584538,5807804,1122417,2009,2009-09-01T04:00:00.000Z,1203,12,SPADINA AVE,NASSAU ST, ,Major Arterial,Toronto East York,43.65584538,-79.39919029,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,65 to 69,Fatal,25,South,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Normal, ,Yes, , , ,Yes, , , , , , , ,D52,Trinity-Spadina (20),20,78,Kensington-Chinatown (78),146
-79.19929029,43.80074538,7514329,1289974,2012,2012-04-19T04:00:00.000Z,1203,12,MORNINGSIDE AVE,MILNER AVE, ,Major Arterial,Scarborough,43.80074538,-79.19929029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,SMV Other,Driver,50 to 54,Fatal,10,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown, , , , , , , , ,Yes, , , , , , , , , , ,D42,Scarborough-Rouge River (42),42,132,Malvern (132),147
-79.38129053,43.73298605,80488161,5001407837,2015,2015-08-16T04:00:00.000Z,1210,12,2350 BAYVIEW AVE, , ,Major Arterial,North York,43.73298605,-79.38129053,Intersection,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,Driver,85 to 89,Fatal,40,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , , ,Yes, , , , , , ,Yes,Yes, , ,D32,Don Valley West (25),25,41,Bridle Path-Sunnybrook-York Mills (41),148
-79.21109029,43.76284538,4293737,1008986,2007,2007-12-15T05:00:00.000Z,1212,12,LAWRENCE AVE E,MOSSBANK DR, ,Major Arterial,Scarborough,43.76284538,-79.21109029,Intersection, ,No Control,Snow,Daylight,Loose Snow,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,0,North,Other, , , ,Pedestrian hit at mid-block,Running onto Roadway,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D43,Scarborough East (43),43,137,Woburn (137),149
-79.403270820000017,43.707172,80789141,7003087545,2017,2017-11-28T05:00:00.000Z,1212,12,EDITH DR,ORCHARD VIEW BLVD, ,Collector,North York,43.707172,-79.40327082,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,56,Unknown, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, , , , , , , , ,Yes, , , ,D53,Eglinton-Lawrence (16),16,100,Yonge-Eglinton (100),150
-79.53269029,43.69614538,6653163,1244328,2011,2011-07-16T04:00:00.000Z,1215,12,LAWRENCE AVE W,ROYAL YORK RD, ,Minor Arterial,Etobicoke York,43.69614538,-79.53269029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,SMV Other,Passenger,70 to 74,Fatal,14, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,D23,Etobicoke North (2),2,8,Humber Heights-Westmount (8),151
-79.596790289999987,43.72004538,7446417,1307456,2012,2012-07-28T04:00:00.000Z,1224,12,HIGHWAY 27  N,HARNESS RD, ,Major Arterial,Etobicoke York,43.72004538,-79.59679029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,60 to 64,Fatal,22,West,Other, , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),152
-79.42235956,43.77824362,80546835,6001376721,2016,2016-08-05T04:00:00.000Z,1225,12,FINCH AVE W,TALBOT RD,40 m East,Major Arterial,North York,43.77824362,-79.42235956,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,50,North, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Willowdale (23),23,37,Willowdale West (37),153
-79.4058877,43.7403446,7819564,1356635,2013,2013-05-16T04:00:00.000Z,1231,12,MILL ST,YONGE ST, ,Major Arterial,North York,43.7403446,-79.4058877,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,15,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , ,Yes,Yes, , ,D32,Don Valley West (25),25,41,Bridle Path-Sunnybrook-York Mills (41),154
-79.24541865,43.75553854,80503039,5000922282,2015,2015-06-02T04:00:00.000Z,1233,12,LAWRENCE AVE E,MCCOWAN RD, ,Major Arterial,Scarborough,43.75553854,-79.24541865,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,27,North, , , , ,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D43,Scarborough Centre (38),38,127,Bendale (127),155
-79.39979029,43.68694538,5234607,1102324,2009,2009-05-01T04:00:00.000Z,1236,12,ST CLAIR AVE W,ORIOLE RD, ,Major Arterial,Toronto East York,43.68694538,-79.39979029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,90 to 94,Fatal,14, ,Other, , , , , , , , , , , ,Yes, , , , ,Yes, , , , , ,D53,St. Paul's (22),22,97,Yonge-St.Clair (97),156
-79.50639029,43.60044538,6659314,1246967,2011,2011-08-02T04:00:00.000Z,1236,12,LAKE SHORE BLVD W,EIGHTH ST, ,Major Arterial,Etobicoke York,43.60044538,-79.50639029,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,18,East,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D22,Etobicoke-Lakeshore (6),6,18,New Toronto (18),157
-79.37382136,43.64854391,80790064,7003200949,2017,2017-12-15T05:00:00.000Z,1237,12,CHURCH ST,WELLINGTON ST E, ,Minor Arterial,Toronto East York,43.64854391,-79.37382136,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Fatal,Pedestrian Collisions,Pedestrian,20 to 24,Fatal,57,South, , , , ,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, , , , , , , , ,Yes, , , ,D51,Toronto Centre-Rosedale (28),28,77,Waterfront Communities-The Island (77),158
-79.40049029,43.70424538,7414250,1293835,2012,2012-05-11T04:00:00.000Z,1239,12,DUPLEX AVE,ANDERSON AVE, ,Collector,Toronto East York,43.70424538,-79.40049029,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,14,West,Other, , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D53,St. Paul's (22),22,100,Yonge-Eglinton (100),159
-79.56319029,43.67444538,6097035,1147341,2010,2010-01-12T05:00:00.000Z,1240,12,MARTIN GROVE RD,EGLINTON AVE W, ,Major Arterial,Etobicoke York,43.67444538,-79.56319029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,30 to 34,Fatal,2,East,Other, , , ,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal, , , ,Yes, ,Yes, , , , ,Yes, ,Yes,Yes, , ,D22,Etobicoke Centre (3),3,11,Eringate-Centennial-West Deane (11),160
-79.4182931,43.7423435,7514423,1295871,2012,2012-05-27T04:00:00.000Z,1240,12,22 DELHI AVE, , ,Local,North York,43.7423435,-79.4182931,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,16,West,Other, , , ,Vehicle is reversing and hits pedestrian,Walking on Roadway Against Traffic,Medical or Physical Disability, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Eglinton-Lawrence (16),16,39,Bedford Park-Nortown (39),161
-79.45488367,43.74869116,80496514,5000516992,2015,2015-03-28T04:00:00.000Z,1240,12,REINER RD,WILSON HEIGHTS BLVD, ,Minor Arterial,North York,43.74869116,-79.45488367,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,13,West, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Other, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D32,York Centre (10),10,33,Clanton Park (33),162
-79.4829751,43.754729829999988,80565332,6001648005,2016,2016-09-16T04:00:00.000Z,1242,12,110 ST REGIS CRES, , ,Local,North York,43.75472983,-79.4829751,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,57,Unknown, , , , ,Vehicle is reversing and hits pedestrian,On Sidewalk or Shoulder,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D31,York West (8),8,27,York University Heights (27),163
-79.303490289999985,43.782145379999989,4292894,987119,2007,2007-08-28T04:00:00.000Z,1244,12,BAY MILLS BLVD,EAGLESTONE RD, ,Collector,Scarborough,43.78214538,-79.30349029,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,5 to 9,Fatal,0,South,Bicycle,Going Ahead, , , , , ,Cyclist struck at PXO(cyclist either travel in same dir. as veh. or ride across xwalk),Disobeyed Traffic Control,Normal, ,Yes, , , , , , , , , , , ,D42,Scarborough-Agincourt (40),40,118,Tam O'Shanter-Sullivan (118),164
-79.45298395,43.658259949999987,8000172,143335677,2014,2014-11-20T05:00:00.000Z,1245,12,2440 DUNDAS ST W, , ,Minor Arterial,Toronto East York,43.65825995,-79.45298395,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,42,East, , , , ,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown, , , ,Yes, ,Yes, , , , , , ,Yes, , , ,D11,Parkdale-High Park (14),14,88,High Park North (88),165
-79.35948572,43.80937918,80222235,4003257164,2014,2014-11-07T05:00:00.000Z,1247,12,DON MILLS RD,FRESHMEADOW DR, ,Major Arterial,North York,43.80937918,-79.35948572,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,39,East, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown, , , ,Yes, ,Yes, , , , , , , , , , ,D33,Willowdale (24),24,48,Hillcrest Village (48),166
-79.42372523,43.6711994,80545158,6001174772,2016,2016-07-05T04:00:00.000Z,1247,12,740 DUPONT ST, , ,Major Arterial,Toronto East York,43.6711994,-79.42372523,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,70 to 74,Fatal,41,West,Bicycle,Overtaking, , , , , ,Cyclist strikes a parked vehicle.,Improper Passing,Unknown, ,Yes, , , , , , , , , , , ,D14,Trinity-Spadina (19),19,93,Dovercourt-Wallace Emerson-Junction (93),167
-79.61201105,43.72043188,80681743,7000396718,2017,2017-03-04T05:00:00.000Z,1249,12,REXDALE BLVD,RAMP TO ENTRANCE RD,6.5 m West of,Major Arterial,Etobicoke York,43.72043188,-79.61201105,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,90 to 94,Fatal,14,South, , , , ,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D23,Etobicoke North (2),2,1,West Humber-Clairville (1),168
-79.397457220000021,43.763236599999985,80000030,142211983,2014,2014-06-03T04:00:00.000Z,1250,12,53 CRAIGMORE CRES, , ,Local,North York,43.7632366,-79.39745722,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,85 to 89,Fatal,11,West, , , , ,Vehicle is reversing and hits pedestrian,Other,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Willowdale (23),23,51,Willowdale East (51),169
-79.25877009,43.73603399,8000166,143250160,2014,2014-11-06T05:00:00.000Z,1254,12,MIDLAND AVE,GILDER DR, ,Major Arterial,Scarborough,43.73603399,-79.25877009,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,38,Unknown, , , , ,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D41,Scarborough Centre (37),37,138,Eglinton East (138),170
-79.54349029,43.75634538,5040685,1132127,2009,2009-10-21T04:00:00.000Z,1255,12,WESTON RD,FENMAR DR, ,Major Arterial,Etobicoke York,43.75634538,-79.54349029,Mid-Block,At Intersection,No Control,Rain,Daylight,Wet,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,35,Unknown,Other, , , ,Other / Undefined,Pushing/Working on Vehicle,Unknown, , , ,Yes, , , ,Yes, , , , , , , , ,D31,York West (7),7,21,Humber Summit (21),171
-79.42629029,43.79664538,5793443,1131172,2009,2009-10-16T04:00:00.000Z,1301,13,STEELES AVE W,TANGREEN CRT, ,Major Arterial,North York,43.79664538,-79.42629029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,41,South,Other, , , ,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive, , , ,Yes, ,Yes, , , , , , , , , , ,D32,Willowdale (23),23,36,Newtonbrook West (36),172
-79.49451838,43.67614706,80757123,7001169974,2017,2017-06-30T04:00:00.000Z,1304,13,847 JANE ST, , ,Collector,Etobicoke York,43.67614706,-79.49451838,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,70 to 74,Fatal,28,West,"Automobile, Station Wagon",Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,D12,York South-Weston (11),11,111,Rockcliffe-Smythe (111),173
-79.44589029,43.78594538,6637557,1237771,2011,2011-06-11T04:00:00.000Z,1308,13,DEWLANE DR,BATHURST ST, ,Local,North York,43.78594538,-79.44589029,Intersection, ,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,80 to 84,Fatal,9,West,Other, , , ,Pedestrian hit at private driveway,Other,Normal, , , ,Yes, ,Yes, , , , , , , , , , ,D32,York Centre (10),10,36,Newtonbrook West (36),174
-79.41029029,43.70424538,5362593,1039584,2008,2008-05-22T04:00:00.000Z,1310,13,EGLINTON AVE W,ELMSTHORPE AVE, ,Major Arterial,Toronto East York,43.70424538,-79.41029029,Mid-Block, ,No Control,Clear,Daylight,Dry,Fatal,Cyclist Collisions,Cyclist,55 to 59,Fatal,20,East,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Unknown, ,Yes,Yes, , , , , , , , , , ,D53,Eglinton-Lawrence (16),16,103,Lawrence Park South (103),175
-79.33122645,43.77508887,80000021,141413547,2014,2014-01-26T05:00:00.000Z,1310,13,SHEPPARD AVE E,CONSUMERS RD, ,Major Arterial,North York,43.77508887,-79.33122645,Intersection, ,Traffic Signal,Snow,Daylight,Loose Snow,Fatal,Rear End,Driver,70 to 74,Fatal,2,East,Passenger Van,Going Ahead,Other,Unknown, , , , , , , , ,Yes, , , , ,Yes, , , , , ,D33,Don Valley East (33),33,53,Henry Farm (53),176
